Incident Date,Park Name,"Cause of Death Group 
(Used in the NPS Mortality Dashboard) ",Sex,Activity,age_range_clean,age_min,age_max,age_mid,parkCode,fullName_official,Intent_norm,Cause_norm,Month,Year,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName
2013-07-15,Saint Croix Island International Historic Site,Undetermined,Male,Diving (Land),15-24,15.0,24.0,19.5,SACR,Saint Croix Island International Historic Site,undetermined,undetermined,7,2013,0.0,2714.0,SACR,Saint Croix Island IHS
2013-07-18,Yellowstone National Park,Undetermined,Male,Hiking,15-24,15.0,24.0,19.5,YELL,Yellowstone National Park,undetermined,undetermined,7,2013,174379.0,812212.0,YELL,Yellowstone NP
2013-07-20,Delaware Water Gap National Recreation Area,Drowning,Male,Swimming,45-54,45.0,54.0,49.5,DEWA,Delaware Water Gap National Recreation Area,unintentional,drowning,7,2013,8888.0,644551.0,DEWA,Delaware Water Gap NRA
2013-07-20,Olympic National Park,Fall,Male,Climbing,25-34,25.0,34.0,29.5,OLYM,Olympic National Park,unintentional,fall,7,2013,113558.0,460971.0,OLYM,Olympic NP
2013-07-22,Redwood National And State Parks,Drowning,Not Reported,Not Reported,Unknown,,,,REDW,,unintentional,drowning,7,2013,0.0,66804.0,REDW,Redwood NP
2013-07-24,Yellowstone National Park,Drowning,Male,Fishing,65+,65.0,,,YELL,Yellowstone National Park,unintentional,drowning,7,2013,174379.0,812212.0,YELL,Yellowstone NP
2013-07-25,Glacier National Park,Fall,Male,Climbing,15-24,15.0,24.0,19.5,GLAC,Glacier National Park,unintentional,fall,7,2013,1881.0,645514.0,GLAC,Glacier NP
2013-07-27,Indiana Dunes National Park,Drowning,Male,Swimming,35-44,35.0,44.0,39.5,INDU,Indiana Dunes National Park,unintentional,drowning,7,2013,446.0,357123.0,INDU,Indiana Dunes NP
2013-07-27,Big Bend National Park,Drowning,Not Reported,Not Reported,Unknown,,,,BIBE,Big Bend National Park,unintentional,drowning,7,2013,197.0,13801.0,BIBE,Big Bend NP
2013-07-29,Voyageurs National Park,Drowning,Male,Snorkeling,0-14,0.0,14.0,7.0,VOYA,Voyageurs National Park,unintentional,drowning,7,2013,214.0,50700.0,VOYA,Voyageurs NP
2013-08-01,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Male,Driving,55-64,55.0,64.0,59.5,DEWA,Delaware Water Gap National Recreation Area,unintentional,motor vehicle crash,8,2013,9546.0,459766.0,DEWA,Delaware Water Gap NRA
2013-08-01,Point Reyes National Seashore,Undetermined,Male,Not Reported,Unknown,,,,PORE,Point Reyes National Seashore,undetermined,undetermined,8,2013,2149.0,255708.0,PORE,Point Reyes NS
2013-08-03,Big Bend National Park,Environmental,Male,Hiking,15-24,15.0,24.0,19.5,BIBE,Big Bend National Park,unintentional,hyperthermia,8,2013,197.0,13856.0,BIBE,Big Bend NP
2013-08-04,Lake Mead National Recreation Area,Drowning,Male,Swimming,15-24,15.0,24.0,19.5,LAKE,Lake Mead National Recreation Area,unintentional,drowning,8,2013,23345.0,643665.0,LAKE,Lake Mead NRA
2013-08-04,Canyonlands National Park,Undetermined,Male,Not Reported,65+,65.0,,,CANY,Canyonlands National Park,undetermined,undetermined,8,2013,0.0,41655.0,CANY,Canyonlands NP
2013-08-06,Chattahoochee River National Recreation Area,Drowning,Male,Vessel Related,25-34,25.0,34.0,29.5,CHAT,Chattahoochee River National Recreation Area,unintentional,drowning,8,2013,0.0,319040.0,CHAT,Chattahoochee River NRA
2013-08-07,Glen Canyon National Recreation Area,Other Transportation,Male,Vessel Related,15-24,15.0,24.0,19.5,GLCA,Glen Canyon National Recreation Area,unintentional,vessel incident,8,2013,1895.0,271777.0,GLCA,Glen Canyon NRA
2013-08-09,Great Smoky Mountains National Park,Motor Vehicle Crash,Male,Driving,35-44,35.0,44.0,39.5,GRSM,Great Smoky Mountains National Park,unintentional,motor vehicle crash,8,2013,1060932.0,1040021.0,GRSM,Great Smoky Mountains NP
2013-08-09,Grand Canyon National Park,Undetermined,Male,Hiking,55-64,55.0,64.0,59.5,GRCA,Grand Canyon National Park,undetermined,undetermined,8,2013,3182.0,633026.0,GRCA,Grand Canyon NP
2013-08-09,Sequoia & Kings Canyon National Parks,Undetermined,Not Reported,Not Reported,65+,65.0,,,SEKI,Sequoia & Kings Canyon National Parks,undetermined,undetermined,8,2013,,,,
2013-08-09,Sequoia & Kings Canyon National Parks,Undetermined,Male,Not Reported,45-54,45.0,54.0,49.5,SEKI,Sequoia & Kings Canyon National Parks,undetermined,undetermined,8,2013,,,,
2013-08-10,Upper Delaware Scenic & Recreational River,Drowning,Male,Vessel Related,15-24,15.0,24.0,19.5,UPDE,Upper Delaware Scenic & Recreational River,unintentional,drowning,8,2013,400.0,53668.0,UPDE,Upper Delaware S&RR
2013-08-10,Blue Ridge Parkway,Motor Vehicle Crash,Male,Driving,15-24,15.0,24.0,19.5,BLRI,Blue Ridge Parkway,unintentional,motor vehicle crash,8,2013,161855.0,1429948.0,BLRI,Blue Ridge PKWY
2013-08-11,George Washington Birthplace,Drowning,Male,Photographing,0-14,0.0,14.0,7.0,GEWA,,unintentional,drowning,8,2013,600.0,16320.0,GEWA,George Washington Birthplace NM
2013-08-11,Lake Mead National Recreation Area,Motor Vehicle Crash,Male,Driving,25-34,25.0,34.0,29.5,LAKE,Lake Mead National Recreation Area,unintentional,motor vehicle crash,8,2013,23345.0,643665.0,LAKE,Lake Mead NRA
2013-08-12,George Washington Birthplace,Drowning,Male,Swimming,0-14,0.0,14.0,7.0,GEWA,,unintentional,drowning,8,2013,600.0,16320.0,GEWA,George Washington Birthplace NM
2013-08-13,New River Gorge National River,Drowning,Male,Vessel Related,15-24,15.0,24.0,19.5,NERI,,unintentional,drowning,8,2013,200.0,165814.0,NERI,New River Gorge NP & PRES
2013-08-13,Chattahoochee River National Recreation Area,Drowning,Male,Swimming,25-34,25.0,34.0,29.5,CHAT,Chattahoochee River National Recreation Area,unintentional,drowning,8,2013,0.0,319040.0,CHAT,Chattahoochee River NRA
2013-08-14,Delaware Water Gap National Recreation Area,Drowning,Male,Swimming,15-24,15.0,24.0,19.5,DEWA,Delaware Water Gap National Recreation Area,unintentional,drowning,8,2013,9546.0,459766.0,DEWA,Delaware Water Gap NRA
2013-08-15,Rocky Mountain National Park,Fall,Male,Climbing,15-24,15.0,24.0,19.5,ROMO,Rocky Mountain National Park,unintentional,fall,8,2013,2300.0,621852.0,ROMO,Rocky Mountain NP
2013-08-16,Glen Canyon National Recreation Area,Undetermined,Male,Not Reported,45-54,45.0,54.0,49.5,GLCA,Glen Canyon National Recreation Area,undetermined,undetermined,8,2013,1895.0,271777.0,GLCA,Glen Canyon NRA
2013-08-18,Upper Delaware Scenic & Recreational River,Drowning,Male,Swimming,15-24,15.0,24.0,19.5,UPDE,Upper Delaware Scenic & Recreational River,unintentional,drowning,8,2013,400.0,53668.0,UPDE,Upper Delaware S&RR
2013-08-18,Great Smoky Mountains National Park,Motor Vehicle Crash,Male,Driving,35-44,35.0,44.0,39.5,GRSM,Great Smoky Mountains National Park,unintentional,motor vehicle crash,8,2013,1060932.0,1040021.0,GRSM,Great Smoky Mountains NP
2013-08-22,Rocky Mountain National Park,Fall,Male,Climbing,15-24,15.0,24.0,19.5,ROMO,Rocky Mountain National Park,unintentional,fall,8,2013,2300.0,621852.0,ROMO,Rocky Mountain NP
2013-08-22,Baltimore-Washington Parkway,Motor Vehicle Crash,Female,Driving,Unknown,,,,BAWA,Baltimore-Washington Parkway,unintentional,motor vehicle crash,8,2013,,,,
2013-08-25,Organ Pipe Cactus National Monument,Undetermined,Not Reported,Not Reported,Unknown,,,,ORPI,Organ Pipe Cactus National Monument,undetermined,undetermined,8,2013,53731.0,12839.0,ORPI,Organ Pipe Cactus NM
2013-08-27,Zion National Park,Fall,Male,Hiking,55-64,55.0,64.0,59.5,ZION,Zion National Park,unintentional,fall,8,2013,1860.0,345014.0,ZION,Zion NP
2013-08-29,Chattahoochee River National Recreation Area,Drowning,Male,Vessel Related,65+,65.0,,,CHAT,Chattahoochee River National Recreation Area,unintentional,drowning,8,2013,0.0,319040.0,CHAT,Chattahoochee River NRA
2013-08-30,Haleakala National Park,Drowning,Male,Swimming,35-44,35.0,44.0,39.5,HALE,,unintentional,drowning,8,2013,2424.0,24994.0,HALE,Haleakala NP
2013-08-31,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Male,Driving,35-44,35.0,44.0,39.5,SEKI,Sequoia & Kings Canyon National Parks,unintentional,motor vehicle crash,8,2013,,,,
2013-09-01,Sequoia & Kings Canyon National Parks,Fall,Male,Hiking,55-64,55.0,64.0,59.5,SEKI,Sequoia & Kings Canyon National Parks,unintentional,fall,9,2013,,,,
2013-09-02,Great Falls Park,Drowning,Male,Swimming,15-24,15.0,24.0,19.5,GRFA,Great Falls Park,unintentional,drowning,9,2013,,,,
2013-09-02,Sequoia & Kings Canyon National Parks,Fall,Male,Hiking,55-64,55.0,64.0,59.5,SEKI,Sequoia & Kings Canyon National Parks,unintentional,fall,9,2013,,,,
2013-09-05,Zion National Park,Fall,Female,Hiking,45-54,45.0,54.0,49.5,ZION,Zion National Park,unintentional,fall,9,2013,1800.0,339593.0,ZION,Zion NP
2013-09-05,Grand Canyon National Park,Fall,Female,Not Reported,45-54,45.0,54.0,49.5,GRCA,Grand Canyon National Park,unintentional,fall,9,2013,3146.0,465665.0,GRCA,Grand Canyon NP
2013-09-06,Point Reyes National Seashore,Drowning,Male,Swimming,35-44,35.0,44.0,39.5,PORE,Point Reyes National Seashore,unintentional,drowning,9,2013,2149.0,264318.0,PORE,Point Reyes NS
2013-09-06,Zion National Park,Fall,Female,Canyoneering,45-54,45.0,54.0,49.5,ZION,Zion National Park,unintentional,fall,9,2013,1800.0,339593.0,ZION,Zion NP
2013-09-07,Yellowstone National Park,Other,Female,Playing Sports,0-14,0.0,14.0,7.0,YELL,Yellowstone National Park,unintentional,firearm,9,2013,117848.0,557925.0,YELL,Yellowstone NP
2013-09-08,Lake Mead National Recreation Area,Drowning,Male,Swimming,55-64,55.0,64.0,59.5,LAKE,Lake Mead National Recreation Area,unintentional,drowning,9,2013,22317.0,615300.0,LAKE,Lake Mead NRA
2013-09-08,Grand Teton National Park,Fall,Male,Climbing,35-44,35.0,44.0,39.5,GRTE,Grand Teton National Park,unintentional,fall,9,2013,125261.0,420542.0,GRTE,Grand Teton NP
2013-09-08,Colorado National Monument,Fall,Female,Not Reported,Unknown,,,,COLM,Colorado National Monument,unintentional,fall,9,2013,19800.0,43973.0,COLM,Colorado NM
2013-09-09,Colorado National Monument,Undetermined,Not Reported,Not Reported,Unknown,,,,COLM,Colorado National Monument,undetermined,undetermined,9,2013,19800.0,43973.0,COLM,Colorado NM
2013-09-09,Lake Mead National Recreation Area,Undetermined,Male,Not Reported,55-64,55.0,64.0,59.5,LAKE,Lake Mead National Recreation Area,undetermined,undetermined,9,2013,22317.0,615300.0,LAKE,Lake Mead NRA
2013-09-11,Grand Teton National Park,Other Transportation,Male,Flying,Unknown,,,,GRTE,Grand Teton National Park,unintentional,aircraft incident,9,2013,125261.0,420542.0,GRTE,Grand Teton NP
2013-09-11,Grand Teton National Park,Other Transportation,Female,Flying,Unknown,,,,GRTE,Grand Teton National Park,unintentional,aircraft incident,9,2013,125261.0,420542.0,GRTE,Grand Teton NP
2013-09-15,Blue Ridge Parkway,Fall,Female,Climbing,0-14,0.0,14.0,7.0,BLRI,Blue Ridge Parkway,unintentional,fall,9,2013,161855.0,1533175.0,BLRI,Blue Ridge PKWY
2013-09-15,North Cascades National Park,Environmental,Not Reported,Climbing,25-34,25.0,34.0,29.5,NOCA,North Cascades National Park,unintentional,rockfall,9,2013,0.0,4266.0,NOCA,North Cascades NP
2013-09-18,Colorado National Monument,Fall,Male,Not Reported,25-34,25.0,34.0,29.5,COLM,Colorado National Monument,unintentional,fall,9,2013,19800.0,43973.0,COLM,Colorado NM
2013-09-19,Craters Of The Moon National Monument & Preserve,Environmental,Female,Hiking,55-64,55.0,64.0,59.5,CRMO,Craters Of The Moon National Monument & Preserve,unintentional,hypothermia,9,2013,0.0,28510.0,CRMO,Craters of the Moon NM & PRES
2013-09-19,Craters Of The Moon National Monument & Preserve,Environmental,Female,Hiking,65+,65.0,,,CRMO,Craters Of The Moon National Monument & Preserve,unintentional,hypothermia,9,2013,0.0,28510.0,CRMO,Craters of the Moon NM & PRES
2013-09-19,Crater Lake National Park,Environmental,Female,Hiking,55-64,55.0,64.0,59.5,CRLA,Crater Lake National Park,unintentional,hypothermia,9,2013,4800.0,76796.0,CRLA,Crater Lake NP
2013-09-19,Crater Lake National Park,Environmental,Female,Hiking,65+,65.0,,,CRLA,Crater Lake National Park,unintentional,hypothermia,9,2013,4800.0,76796.0,CRLA,Crater Lake NP
2013-09-19,Colorado National Monument,Motor Vehicle Crash,Male,Driving,65+,65.0,,,COLM,Colorado National Monument,unintentional,motor vehicle crash,9,2013,19800.0,43973.0,COLM,Colorado NM
2013-09-21,Lake Mead National Recreation Area,Other Transportation,Female,Vessel Related,45-54,45.0,54.0,49.5,LAKE,Lake Mead National Recreation Area,unintentional,vessel incident,9,2013,22317.0,615300.0,LAKE,Lake Mead NRA
2013-09-22,Chattahoochee River National Recreation Area,Drowning,Male,Swimming,15-24,15.0,24.0,19.5,CHAT,Chattahoochee River National Recreation Area,unintentional,drowning,9,2013,0.0,213692.0,CHAT,Chattahoochee River NRA
2013-09-25,Blue Ridge Parkway,Motor Vehicle Crash,Male,Driving,65+,65.0,,,BLRI,Blue Ridge Parkway,unintentional,motor vehicle crash,9,2013,161855.0,1533175.0,BLRI,Blue Ridge PKWY
2013-09-26,Mount Rainier National Park,Fall,Male,Not Reported,65+,65.0,,,MORA,Mount Rainier National Park,unintentional,fall,9,2013,64908.0,154566.0,MORA,Mount Rainier NP
2013-09-26,Grand Canyon National Park,Undetermined,Female,Not Reported,65+,65.0,,,GRCA,Grand Canyon National Park,undetermined,undetermined,9,2013,3146.0,465665.0,GRCA,Grand Canyon NP
2013-09-30,Chattahoochee River National Recreation Area,Drowning,Male,Not Reported,25-34,25.0,34.0,29.5,CHAT,Chattahoochee River National Recreation Area,unintentional,drowning,9,2013,0.0,213692.0,CHAT,Chattahoochee River NRA
2013-09-30,Lake Mead National Recreation Area,Motor Vehicle Crash,Male,Driving,65+,65.0,,,LAKE,Lake Mead National Recreation Area,unintentional,motor vehicle crash,9,2013,22317.0,615300.0,LAKE,Lake Mead NRA
2013-10-04,National Mall & Memorial Parks,Other,Male,Not Reported,Unknown,,,,NAMA,,unintentional,fire/burn,10,2013,,,,
2013-10-09,Baltimore-Washington Parkway,Motor Vehicle Crash,Male,Walking,Unknown,,,,BAWA,Baltimore-Washington Parkway,unintentional,motor vehicle crash,10,2013,,,,
2013-10-11,George Washington Memorial Parkway,Motor Vehicle Crash,Female,Driving,Unknown,,,,GWMP,George Washington Memorial Parkway,unintentional,motor vehicle crash,10,2013,2807337.0,537511.0,GWMP,George Washington MEM PKWY
2013-10-21,Rocky Mountain National Park,Poisoning,Male,Camping,45-54,45.0,54.0,49.5,ROMO,Rocky Mountain National Park,unintentional,poisoning - carbon monoxide,10,2013,560.0,66275.0,ROMO,Rocky Mountain NP
2013-11-03,Cape Cod National Seashore,Drowning,Female,Swimming,45-54,45.0,54.0,49.5,CACO,Cape Cod National Seashore,unintentional,drowning,11,2013,2650.0,194496.0,CACO,Cape Cod NS
2013-11-07,Golden Gate National Recreation Area,Poisoning,Female,Not Reported,25-34,25.0,34.0,29.5,GOGA,Golden Gate National Recreation Area,unintentional,poisoning - drugs,11,2013,0.0,1137442.0,GOGA,Golden Gate NRA
2013-11-11,Pictured Rocks National Lakeshore,Fall,Male,Climbing,15-24,15.0,24.0,19.5,PIRO,Pictured Rocks National Lakeshore,unintentional,fall,11,2013,135.0,7332.0,PIRO,Pictured Rocks NL
2013-11-18,Natchez Trace Parkway,Motor Vehicle Crash,Male,Driving,65+,65.0,,,NATR,Natchez Trace Parkway,unintentional,motor vehicle crash,11,2013,759433.0,505759.0,NATR,Natchez Trace PKWY
2013-11-18,Natchez Trace Parkway,Motor Vehicle Crash,Female,Driving,65+,65.0,,,NATR,Natchez Trace Parkway,unintentional,motor vehicle crash,11,2013,759433.0,505759.0,NATR,Natchez Trace PKWY
2013-11-25,New River Gorge National River,Drowning,Male,Vessel Related,35-44,35.0,44.0,39.5,NERI,,unintentional,drowning,11,2013,200.0,41444.0,NERI,New River Gorge NP & PRES
2013-12-03,Baltimore-Washington Parkway,Undetermined,Not Reported,Not Reported,Unknown,,,,BAWA,Baltimore-Washington Parkway,undetermined,undetermined,12,2013,,,,
2013-12-04,Chattahoochee River National Recreation Area,Undetermined,Male,Not Reported,65+,65.0,,,CHAT,Chattahoochee River National Recreation Area,undetermined,undetermined,12,2013,0.0,223252.0,CHAT,Chattahoochee River NRA
2013-12-05,Blue Ridge Parkway,Undetermined,Male,Driving,65+,65.0,,,BLRI,Blue Ridge Parkway,undetermined,undetermined,12,2013,161855.0,659947.0,BLRI,Blue Ridge PKWY
2013-12-08,Baltimore-Washington Parkway,Motor Vehicle Crash,Female,Driving,Unknown,,,,BAWA,Baltimore-Washington Parkway,unintentional,motor vehicle crash,12,2013,,,,
2013-12-10,National Mall & Memorial Parks,Undetermined,Not Reported,Not Reported,Unknown,,,,NAMA,,undetermined,undetermined,12,2013,,,,
2013-12-12,Baltimore-Washington Parkway,Motor Vehicle Crash,Female,Driving,Unknown,,,,BAWA,Baltimore-Washington Parkway,unintentional,motor vehicle crash,12,2013,,,,
2013-12-12,Baltimore-Washington Parkway,Motor Vehicle Crash,Female,Driving,Unknown,,,,BAWA,Baltimore-Washington Parkway,unintentional,motor vehicle crash,12,2013,,,,
2013-12-15,Lake Roosevelt National Recreation Area,Undetermined,Male,Not Reported,65+,65.0,,,LARO,Lake Roosevelt National Recreation Area,undetermined,undetermined,12,2013,100.0,24902.0,LARO,Lake Roosevelt NRA
2013-12-19,Great Smoky Mountains National Park,Motor Vehicle Crash,Male,Driving,Unknown,,,,GRSM,Great Smoky Mountains National Park,unintentional,motor vehicle crash,12,2013,325019.0,490702.0,GRSM,Great Smoky Mountains NP
2013-12-25,Anacostia Park,Undetermined,Male,Not Reported,Unknown,,,,ANAC,Anacostia Park,undetermined,undetermined,12,2013,,,,
2013-12-28,Golden Gate National Recreation Area,Undetermined,Male,Not Reported,Unknown,,,,GOGA,Golden Gate National Recreation Area,undetermined,undetermined,12,2013,0.0,1161468.0,GOGA,Golden Gate NRA
2013-12-29,National Mall & Memorial Parks,Undetermined,Not Reported,Not Reported,Unknown,,,,NAMA,,undetermined,undetermined,12,2013,,,,
2014-01-02,Blue Ridge Parkway,Suicide,Male,Suicide,55-64,55.0,64.0,59.5,BLRI,Blue Ridge Parkway,intentional,suicide,1,2014,161855.0,372916.0,BLRI,Blue Ridge PKWY
2014-01-07,Rocky Mountain National Park,Medical - Not during physical activity,Male,Other,65+,65.0,,,ROMO,Rocky Mountain National Park,medical,medical - not during physical activity,1,2014,90.0,77633.0,ROMO,Rocky Mountain NP
2014-01-08,Gateway National Recreation Area,Suicide,Female,Suicide,35-44,35.0,44.0,39.5,GATE,Gateway National Recreation Area,intentional,suicide,1,2014,14105.0,199792.0,GATE,Gateway NRA
2014-01-10,Lake Mead National Recreation Area,Suicide,Female,Suicide,35-44,35.0,44.0,39.5,LAKE,Lake Mead National Recreation Area,intentional,suicide,1,2014,11260.0,310463.0,LAKE,Lake Mead NRA
2014-01-11,Grand Canyon National Park,Medical - Not during physical activity,Male,Other,55-64,55.0,64.0,59.5,GRCA,Grand Canyon National Park,medical,medical - not during physical activity,1,2014,1924.0,173458.0,GRCA,Grand Canyon NP
2014-01-12,Fort Foote Park,Drowning,Female,Not Reported,45-54,45.0,54.0,49.5,FOFO,Fort Foote Park,unintentional,drowning,1,2014,,,,
2014-01-14,Acadia National Park,Suicide,Male,Suicide,65+,65.0,,,ACAD,Acadia National Park,intentional,suicide,1,2014,600.0,10459.0,ACAD,Acadia NP
2014-01-17,Death Valley National Park,Motor Vehicle Crash,Female,Driving,45-54,45.0,54.0,49.5,DEVA,Death Valley National Park,unintentional,motor vehicle crash,1,2014,2279.0,59718.0,DEVA,Death Valley NP
2014-01-17,Joshua Tree National Park,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,JOTR,Joshua Tree National Park,intentional,suicide,1,2014,333.0,101069.0,JOTR,Joshua Tree NP
2014-01-21,Point Reyes National Seashore,Drowning,Male,Fishing,65+,65.0,,,PORE,Point Reyes National Seashore,unintentional,drowning,1,2014,2149.0,139923.0,PORE,Point Reyes NS
2014-01-22,Colorado National Monument,Suicide,Male,Suicide,55-64,55.0,64.0,59.5,COLM,Colorado National Monument,intentional,suicide,1,2014,21600.0,11440.0,COLM,Colorado NM
2014-01-24,Grand Canyon National Park,Fall,Male,Base Jumping,35-44,35.0,44.0,39.5,GRCA,Grand Canyon National Park,unintentional,fall,1,2014,1924.0,173458.0,GRCA,Grand Canyon NP
2014-01-24,Golden Gate National Recreation Area,Suicide,Male,Suicide,35-44,35.0,44.0,39.5,GOGA,Golden Gate National Recreation Area,intentional,suicide,1,2014,0.0,1085399.0,GOGA,Golden Gate NRA
2014-01-25,Grand Canyon National Park,Medical - During physical activity,Male,Walking,65+,65.0,,,GRCA,Grand Canyon National Park,medical,medical - during physical activity,1,2014,1924.0,173458.0,GRCA,Grand Canyon NP
2014-01-25,Big Cypress National Preserve,Motor Vehicle Crash,Male,Driving,55-64,55.0,64.0,59.5,BICY,Big Cypress National Preserve,unintentional,motor vehicle crash,1,2014,0.0,127164.0,BICY,Big Cypress NPRES
2014-01-31,Grand Canyon National Park,Motor Vehicle Crash,Female,Driving,15-24,15.0,24.0,19.5,GRCA,Grand Canyon National Park,unintentional,motor vehicle crash,1,2014,1924.0,173458.0,GRCA,Grand Canyon NP
2014-02-02,Buffalo National River,Motor Vehicle Crash,Male,Driving,65+,65.0,,,BUFF,Buffalo National River,unintentional,motor vehicle crash,2,2014,0.0,29049.0,BUFF,Buffalo NR
2014-02-06,Grand Canyon National Park,Medical - Not during physical activity,Male,Other,55-64,55.0,64.0,59.5,GRCA,Grand Canyon National Park,medical,medical - not during physical activity,2,2014,2523.0,176364.0,GRCA,Grand Canyon NP
2014-02-08,Zion National Park,Fall,Female,Base Jumping,25-34,25.0,34.0,29.5,ZION,Zion National Park,unintentional,fall,2,2014,1680.0,74625.0,ZION,Zion NP
2014-02-11,Presidio Of San Francisco,Medical - Not during physical activity,Male,Other,65+,65.0,,,PRSF,,medical,medical - not during physical activity,2,2014,,,,
2014-02-13,Lake Mead National Recreation Area,Medical - Not during physical activity,Male,Other,65+,65.0,,,LAKE,Lake Mead National Recreation Area,medical,medical - not during physical activity,2,2014,12192.0,336164.0,LAKE,Lake Mead NRA
2014-02-15,Lake Mead National Recreation Area,Medical - Not during physical activity,Female,Other,25-34,25.0,34.0,29.5,LAKE,Lake Mead National Recreation Area,medical,medical - not during physical activity,2,2014,12192.0,336164.0,LAKE,Lake Mead NRA
2014-02-16,Great Smoky Mountains National Park,Medical - Not during physical activity,Female,Driving,65+,65.0,,,GRSM,Great Smoky Mountains National Park,medical,medical - not during physical activity,2,2014,658848.0,296451.0,GRSM,Great Smoky Mountains NP
2014-02-16,Natchez Trace Parkway,Suicide,Male,Suicide,65+,65.0,,,NATR,Natchez Trace Parkway,intentional,suicide,2,2014,769240.0,422542.0,NATR,Natchez Trace PKWY
2014-02-17,Lake Mead National Recreation Area,Medical - Not during physical activity,Female,Other,55-64,55.0,64.0,59.5,LAKE,Lake Mead National Recreation Area,medical,medical - not during physical activity,2,2014,12192.0,336164.0,LAKE,Lake Mead NRA
2014-02-17,Gulf Islands National Seashore,Suicide,Male,Suicide,Unknown,,,,GUIS,Gulf Islands National Seashore,intentional,suicide,2,2014,9520.0,213666.0,GUIS,Gulf Islands NS
2014-02-19,Piscataway Park,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,PISC,Piscataway Park,intentional,suicide,2,2014,0.0,4648.0,PISC,Piscataway Park
2014-02-20,Lake Mead National Recreation Area,Drowning,Male,Vessel Related,45-54,45.0,54.0,49.5,LAKE,Lake Mead National Recreation Area,unintentional,drowning,2,2014,12192.0,336164.0,LAKE,Lake Mead NRA
2014-02-22,Point Reyes National Seashore,Medical - Not during physical activity,Male,Other,45-54,45.0,54.0,49.5,PORE,Point Reyes National Seashore,medical,medical - not during physical activity,2,2014,2149.0,150947.0,PORE,Point Reyes NS
2014-02-26,Yosemite National Park,Environmental,Male,Bicycling,35-44,35.0,44.0,39.5,YOSE,Yosemite National Park,unintentional,hypothermia,2,2014,4735.0,113403.0,YOSE,Yosemite NP
2014-03-03,Chattahoochee River National Recreation Area,Medical - Unknown,Male,Not Reported,55-64,55.0,64.0,59.5,CHAT,Chattahoochee River National Recreation Area,medical,medical - unknown,3,2014,0.0,285445.0,CHAT,Chattahoochee River NRA
2014-03-08,Chesapeake & Ohio Canal National Historical Park,Medical - During physical activity,Male,Walking,55-64,55.0,64.0,59.5,CHOH,Chesapeake & Ohio Canal National Historical Park,medical,medical - during physical activity,3,2014,990.0,328666.0,CHOH,Chesapeake & Ohio Canal NHP
2014-03-09,Grand Canyon National Park,Medical - Not during physical activity,Male,Driving,55-64,55.0,64.0,59.5,GRCA,Grand Canyon National Park,medical,medical - not during physical activity,3,2014,3951.0,353920.0,GRCA,Grand Canyon NP
2014-03-11,Golden Gate National Recreation Area,Suicide,Female,Suicide,25-34,25.0,34.0,29.5,GOGA,Golden Gate National Recreation Area,intentional,suicide,3,2014,0.0,1253893.0,GOGA,Golden Gate NRA
2014-03-13,National Mall & Memorial Parks,Medical - Not during physical activity,Male,Sleeping,65+,65.0,,,NAMA,,medical,medical - not during physical activity,3,2014,,,,
2014-03-13,Rock Creek Park,Suicide,Female,Suicide,45-54,45.0,54.0,49.5,ROCR,Rock Creek Park,intentional,suicide,3,2014,1050032.0,202206.0,ROCR,Rock Creek Park
2014-03-15,Grand Canyon National Park,Fall,Male,Photographing,45-54,45.0,54.0,49.5,GRCA,Grand Canyon National Park,unintentional,fall,3,2014,3951.0,353920.0,GRCA,Grand Canyon NP
2014-03-15,Glen Canyon National Recreation Area,Medical - Unknown,Male,Not Reported,65+,65.0,,,GLCA,Glen Canyon National Recreation Area,medical,medical - unknown,3,2014,1506.0,102154.0,GLCA,Glen Canyon NRA
2014-03-16,Yosemite National Park,Other Transportation,Female,Skateboarding,15-24,15.0,24.0,19.5,YOSE,Yosemite National Park,unintentional,skateboard incident,3,2014,6204.0,146750.0,YOSE,Yosemite NP
2014-03-17,Grand Canyon National Park,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,GRCA,Grand Canyon National Park,intentional,suicide,3,2014,3951.0,353920.0,GRCA,Grand Canyon NP
2014-03-18,Grand Canyon National Park,Drowning,Male,Vessel Related,25-34,25.0,34.0,29.5,GRCA,Grand Canyon National Park,unintentional,drowning,3,2014,3951.0,353920.0,GRCA,Grand Canyon NP
2014-03-22,Sequoia & Kings Canyon National Parks,Fall,Male,Hiking,0-14,0.0,14.0,7.0,SEKI,Sequoia & Kings Canyon National Parks,unintentional,fall,3,2014,,,,
2014-03-22,Blue Ridge Parkway,Motor Vehicle Crash,Male,Driving,15-24,15.0,24.0,19.5,BLRI,Blue Ridge Parkway,unintentional,motor vehicle crash,3,2014,161855.0,485618.0,BLRI,Blue Ridge PKWY
2014-03-22,Assateague Island National Seashore,Other Transportation,Male,Skateboarding,15-24,15.0,24.0,19.5,ASIS,Assateague Island National Seashore,unintentional,skateboard incident,3,2014,300.0,52653.0,ASIS,Assateague Island NS
